abandon,"vt.放弃,遗弃;n.放任,狂热"
reverse,"n.相反,背面,反面,倒退;adj.相反的,倒转的,颠倒的;vt.颠倒,倒转"
section,"n.部分,断片,部件,节,项,区,地域,截面"
sole,"adj.单独的,唯一的;n.脚底,鞋底,基础;v.换鞋底"
revise,"vt.修订,校订,修正,修改"
sector,"n.部分,部门,[计]扇区,地区,象限,扇形;v.使分成部分,把...分成扇形"
solemn,"adj.庄严的,隆重的,严肃的"
revolt,"v.反抗,起义,反叛,反感,厌恶"
secure,"adj.安全的,可靠的,放心的,无虑的;v.保护"
solution,"n.解答,解决办法,溶解,溶液,解决方案"
revolutionary,adj.革命的
security,n.安全
solve,"vt.解决,解答"
reward,"n.报酬,奖金;vt.酬劳,奖赏"
segment,"n.段,节,片断;v.分割"
somehow,adv.不知何故
rhythm,"n.节奏,韵律"
select,"vt.选择,挑选;adj.精选的"
somewhat,"adv.稍微,有点,有些"
rib,n.肋骨
selection,"n.选择,挑选,选集,精选品"
sophisticated,"adj.诡辩的,久经世故的"
ribbon,"n.缎带,丝带,带,带状物,带子"
selfish,adj.自私的
sore,"adj.疼痛的,痛心的,剧烈的;n.痛的地方,痛处"
rid,"vt.使摆脱,使去掉"
semester,n.学期
sorrow,"n.悲哀,悲痛"
ridge,"n.背脊,山脊,屋脊,山脉,犁垄;v.起皱,成脊状延伸,翻土作垄"
semiconductor,n.[物]半导体
sour,"adj.酸的,发酵的,酸腐的,酸味的"
ridiculous,"adj.荒谬的,可笑的"
seminar,"n.研究会,讨论发表会"
source,"n.来源,水源,消息来源,原始资料,发起者,源,源极"
rifle,"n.来复枪,步枪,来复线,膛线;vt.用步枪射击,抢夺;vi.掠夺"
senate,"n.参议院,上院"
sow,"n.大母猪;vt.播种,散布,使密布;vi.播种"
rigid,"adj.刚硬的,刚性的,严格的"
senator,"n.参议员,(大学的)评议员,(古罗马的)元老院议员"
spacecraft,n.太空船
riot,"n.暴乱,骚动,(植物,疾病等)蔓延,放荡,暴动;v.骚乱,放纵,挥霍,参加骚动"
senior,"adj.年长的,资格较老的,地位较高的,高级的"
spade,"n.铲,铁锹;v.铲"
ripe,"adj.熟的,成熟的,时机成熟的;v.成熟"
sensible,"adj.有感觉的,明智的,有判断力的"
span,"n.跨度,跨距,范围;v.横越"
risk,"vt.冒...的危险;n.冒险,风险"
sensitive,"adj.敏感的,灵敏的,感光的"
spark,"n.火花,火星,闪光,情郎,花花公子,活力,电信技师,瞬间放电;vi.闪烁,发火花,求婚;vt.发动,鼓舞,使有朝气,求婚"
rival,"n.竞争者,对手;v.竞争,对抗,相匹敌"
sequence,"n.次序,顺序,序列"
specialist,"n.专门医师,专家"
roar,"n.吼叫,怒号;vi.吼叫,怒号;v.滚动,咆哮"
series,"n.连续,系列,丛书,级数"
specialize,"vi.专攻,专门研究,使适应特殊目的,使专用于"
roast,"v.烤,烘,烘烤,暴露于某种热力下以得温暖"
session,"n.会议,开庭"
species,"n.种类,(原)核素;n.[律]式样;n.[宗]圣餐物"
rob,"v.抢夺,抢掠,剥夺"
setting,"n.安置,安装,(太阳)落山,(固定东西的)框架,底座"
specific,"n.特效药,细节;adj.详细而精确的,明确的,特殊的,特效的,[生物]种的"
rocket,n.火箭;v.飞速上升
settle,"n.有背的长凳;vt.安放,使定居,安排,解决,决定,整理,支付,使平静;vi.安家,定居,停留,下陷,沉淀,决定,澄清"
specifically,"adv.特定的,明确的"
rod,"n.杆,棒"
settlement,"n.沉降,解决,结算,殖民,殖民地"
specify,"vt.指定,详细说明,列入清单"
roller,"n.滚筒,辊子"
severe,"adj.严厉的,严格的,剧烈的,严重的,严峻的"
specimen,"n.范例,标本,样品,样本,待试验物"
romantic,"adj.传奇式的,浪漫的,空想的,夸大的"
sew,"v.缝制,缝纫,缝合"
spectacular,"adj.引人入胜的,壮观的"
rope,"n.绳,索,绳索;v.围起"
sexual,"adj.性的,性别的,[生]有性的"
speculate,"vi.推测,思索,做投机买卖"
rotate,v.(使)旋转
shallow,"adj.浅的,浅薄的"
spelling,"n.拼法,拼写法"
rotten,"adj.腐烂的,恶臭的,堕落的,(岩石等)风化的,虚弱的,无用的"
shave,"v.剃,刮,削刮;vt.刨,削;n.刮脸"
sphere,"n.球,球体,范围,领域,方面,圈子,半球"
rouse,"v.唤醒,激起,使振奋,惊起;n.觉醒,奋起"
shed,"vt.流出,发散,散发,脱落,脱皮,摆脱;n.分水岭,棚,小屋,工棚,货棚;v.把...放入棚内,流下"
spider,"n.蜘蛛,设圈套者,三脚架"
route,"n.路线,路程,通道;v.发送"
sheer,"adj.全然的,纯粹的,绝对的,彻底的,透明的,峻峭的;vi.避开,躲避,偏航;vt.使避开,使偏航;adv.完全,全然,峻峭;n.偏航"
spill,"n.溢出,溅出,摔下,木片,小塞子,暴跌,溢出量;vt.使溢出,使散落,洒,使流出,使摔下,倒出;vi.溢出,涌流,充满"
routine,"n.例行公事,常规,日常事务,程序"
shell,"n.贝壳,壳,外形,炮弹;vt.去壳,脱落,炮轰;vi.剥落,脱壳;[计]设定命令行解释器的位置"
spin,"v.旋转,纺,纺纱;n.旋转"
royal,"adj.王室的,皇家的,第一流的,高贵的"
shelter,"n.掩蔽处,身避处,掩蔽,保护,庇护所,掩体;v.掩蔽,躲避"
spiritual,adj.精神上的
rub,"v.擦,摩擦;rt.(～along)和谐相处,(～off)擦掉,擦破,(～out)把(记号,笔记,笔迹等)擦掉"
shield,"n.防护物,护罩,盾,盾状物;vt.(from)保护,防护;v.遮蔽"
spit,"n.唾液;v.吐(唾沫),吐出,发射,发出,喷吐"
rude,"adj.粗鲁的,无礼的,猛烈的,残暴的,粗鲁无礼的"
shift,"n.移动,轮班,移位,变化,办法,手段;vt.替换,转移,改变,移转,推卸,变速;vi.转换,移动,转变,推托,变速"
spite,"n.(in～of)不顾,不管,敌意;v.困扰"
rug,"n.(小)地毯,垫子"
shiver,"v.颤抖,打碎,碎裂;n.(无法控制的)颤抖,碎片"
splendid,"adj.壮丽的,辉煌的,极好的"
ruin,"v.(使)破产,(使)堕落,毁灭;n.毁灭,崩溃,废墟,遗迹"
shortage,"n.不足,缺乏"
split,"v.劈开,(使)裂开,分裂,分离;n.裂开,裂口,裂痕"
rumour,"n.[亦作rumor]谣言,传闻;v.谣传"
shortcoming,"n.缺点,短处"
spoil,"vt.损坏,搞糟,宠坏,溺爱;v.扰乱"
rural,"adj.乡下的,田园的,乡村风味的,生活在农村的"
shortly,"adv.立刻,不久,简略地,简言之,即刻"
spokesman,"n.发言人,代表者"
rust,n.铁锈;vt.(使)生锈
shrink,"v.收缩,(使)皱缩,缩短"
sponsor,"n.发起人,主办者,保证人,主办人;vt.发起,主办;v.赞助"
sack,"n.大袋,大袋之量,麻布袋,短而松的袍装,布袋装,洗劫;vt.解雇,装入袋,洗劫,就寝"
shrug,n.耸肩;v.耸肩
spot,"n.班点,污点,地点,场所,现场;v.沾污,弄脏,侦察;vt.认出,发现"
sacrifice,"n.牺牲,献身,祭品,供奉;v.牺牲,献出,献祭,供奉"
sideways,"adv.向一旁,向侧面地,斜地里;adj.一旁的,向侧面的"
spray,"n.喷雾,飞沫;vt.喷射,喷溅"
saddle,"n.鞍,鞍状物;v.承受"
sigh,"n.叹息,叹息声;vi.叹息,叹气"
spur,"n.踢马剌,剌激物,(鸟,虫等的)距,刺激;v.鞭策,刺激,疾驰,驱策"
sailor,"n.海员,水手,不大会晕船的人,船员"
sightseeing,n.观光
squeeze,"n.压榨,挤;v.压榨,挤,挤榨"
saint,"n.圣人,道德崇高的人,圣徒;adj.神圣;v.成为圣徒"
signal,"n.信号;adj.信号的;v.发信号,用信号通知"
stable,adj.稳定的
sake,"n.为了...之好处,出于对...的兴趣,缘故,理由,日本米酒"
signature,"n.签名,署名,信号"
stack,"n.堆,一堆,堆栈;v.堆叠"
salad,n.色拉
significance,"n.意义,重要性"
stadium,n.露天大型运动场
salary,n.薪水;vt.给...加薪
significant,"adj.有意义的,重大的,重要的"
staff,"n.棒,杖,杆,支柱,全体职员,[军]参谋机构,[音]五线谱;vt.供给人员,充当职员"
salesman,"n.售货员,推销员"
similar,"adj.相似的,类似的"
stain,"n.污点,瑕疵;v.染污,沾污"
sample,"n.标本,样品,例子;vt.取样,采样,抽取...的样品,试验的一部分,尝试"
similarly,"adv.同样地,类似于"
stake,n.树桩
sanction,"n.批准,同意,支持,制裁,认可;v.批准,同意,支持,鼓励,认可"
simplicity,"n.简单,简易,朴素,直率"
stale,"n.(牲畜等的)尿;adj.不新鲜的,陈腐的,疲倦的,陈旧的;vt.使变旧,走味;vi.变陈旧,变无味,失时效,撒尿"
satellite,n.人造卫星
simplify,"vt.单一化,简单化"
standpoint,"n.立场,观点"
satisfactory,"adj.满意的,赎罪的"
sin,"n.[俗]违背习俗,不合情理之事,过失,罪过,[数学]正弦函数"
stare,"v.(～at)凝视,盯着看"
sauce,"n.沙司,酱油,调味料;vt.调味,使增加趣味"
sincere,"adj.诚挚的,真实的,真诚的"
starve,vt.使饿死;vi.饿得要死
saucer,"n.茶托,碟子,茶碟"
single,"adj.单一的,单身的,单纯的,孤独的,专一的,个别的;n.一个,单打,单精度型;vt.选出;vi.[棒]作一垒打"
statement,"n.声明,陈述,综述"
sausage,"n.香肠,腊肠"
singular,"n.单数;adj.单一的,非凡的,异常的,持异议的"
static,"adj.静态的,静力的,静电噪声"
saving,"n.存款,挽救,救助,节约;adj.搭救的,挽救的,节约的,节俭的,保留的,补偿的;prep.除...之外,考虑到"
site,"n.地点,场所,遗址;vt.定...的地点;n.站点"
statistic,"n.统计量;adj.统计的,统计学的"
scale,"n.刻度,衡量,比例,数范围,比例尺,天平,等级;vt.比例决定,攀登,测量;vi.剥落,生水垢,重,攀登,衡量"
sketch,"n.略图,草图,概略,梗概,草图,拟定;vi.绘略图,素描;v.勾画"
statue,vt.以雕像装饰;n.雕像
scan,"v.细看,审视,浏览,扫描;n.扫描"
skilled,adj.熟练的
status,"n.身份,地位,情形,状况"
scandal,"n.丑行,丑闻,诽谤,耻辱,流言蜚语"
skillful,"adj.灵巧的,熟练的,制作精巧的"
steady,"adj.稳固的,稳定的,坚定的,扎实的,坚定不移的;v.(使)稳定,(使)稳固"
scarce,"adj.缺乏的,不足的,稀有的,不充足的"
skim,v.撇去
steamer,"n.汽船,蒸汽机"
scarcely,"adv.几乎不,简直没有"
slam,"v.砰地关上,砰地放下,猛力抨击,冲击;n.砰,猛击,撞击,冲击"
steep,"adj.陡峭的,险峻的,急剧升降的,不合理的;n.悬崖,峭壁,浸渍,浸渍液;v.浸,泡,沉浸"
scare,"v.惊吓,受惊,威吓;n.惊恐,恐慌,恐惧"
slap,"vt.拍,掌击,拍击;n.拍,掌击,拍击"
steer,"v.驾驶,掌舵"
scatter,"v.分散,散开,撒开,驱散"
sleeve,n.袖子
stem,"n.茎,干,词干,茎干;v.滋生,阻止"
scenery,"n.风景,景色"
slender,"adj.苗条的,微薄的,微弱的"
sticky,"adj.粘的,粘性的"
schedule,"n.时间表,进度表;v.确定时间"
slice,"n.薄片,切片,一份,部分,片段;v.切(片)"
stiff,"adj.硬的,僵直的,拘谨的,呆板的,艰难的,费劲的,僵硬的"
scheme,"n.安排,配置,计划,阴谋,方案,图解,摘要;v.计划,设计,图谋,策划"
slide,"v.(使)滑动,(使)滑行;n.滑,滑动,幻灯片"
stimulate,"vt.刺激,激励;v.刺激,激励"
scholar,n.学者
slight,"adj.轻微的,微小的"
sting,"n.刺,刺痛,针刺;v.刺,刺痛,刺激"
stir,"n.轰动,搅动,监牢;vt.动,移动,摇动,激起,搅和,惹起;vi.走动,传播,流行"
synthetic,"adj.合成的,人造的,综合的"
tremendous,"adj.极大的,巨大的"
stock,"n.树干,库存,股票,股份,托盘,祖先,血统,原料;adj.股票的,普通的,常备的,存货的,繁殖用的;vt.装把手于,进货,备有,放牧;vi.出新芽,采购"
system,"n.系统,体系,制度,体制,秩序,规律,方法"
trend,"n.倾向,趋势;vi.伸向,倾向,通向"
stocking,n.长袜
systematic(al),"adj.组织性的,系统的"
trial,"n.试验,考验,审讯,审判"
stoop,"n.弯腰,屈背,屈服;vi.弯下,弯下上身,屈服,弯腰,堕落;vt.俯曲,辱没"
tackle,"n.工具,复滑车,滑车,辘轱,用具,装备,扭倒;vt.固定,应付(难事等),处理,解决,抓住;vi.捉住,扭住,扭倒"
triangle,"n.[数]三角形,三人一组,三角关系"
storage,"n.贮藏(量),贮藏库,存储"
tag,"n.标签,鞋带、绳子等末端的金属物,垂下物,附属物,名称,标记符,陈词滥调,结束语;vt.加标签于,紧随,添饰,起浑名,连接;vi.紧随"
trim,"adj.整齐的,整洁的;vt.整理,修整,装饰"
stove,n.炉
talent,"n.天才,才干,才能"
triumph,"n.胜利,成功;v.获得胜利"
strain,"n.过度的疲劳,紧张,张力,应变;vt.扭伤,损伤;v.拉紧,扯紧,(使)紧张,尽力"
tame,"adj.(指动物)驯服的,柔顺的,(指人)没精打彩的,顺从的,被开垦的,沉闷的,乏味的,平淡的;vt.驯养,驯服,制服,使变得平淡;vi.变得驯服"
troop,"n.群,组,多数,军队;vi.群集,结队,成群而行;vt.把(骑兵)编成骑兵连"
strap,"n.带,皮带;vt.用带缚住,用带捆扎"
target,"n.目标,对象,靶子"
tropical,"adj.热带的,热情的"
strategic,"adj.战略的,战略上的"
tax,"n.税,税款,税金;vt.对...征税,使负重担,指控,责备"
troublesome,"adj.麻烦的,讨厌的,棘手的"
strategy,"n.策略,军略"
technician,"n.技术员,技师"
truly,"adv.真实地,不假"
straw,"n.稻草,麦杆"
technique,"n.技术,技巧,方法,表演法,手法"
trumpet,n.喇叭
stream,"n.溪,川,流,一股,一串,河流;v.流,涌,流注"
technology,"n.工艺,科技,技术"
trunk,"n.干线,树干,躯干,箱子,主干,象鼻;vt.把...放入旅行箱内;adj.树干的,躯干的,干线的,箱形的"
strengthen,"v.加强,巩固"
tedious,"adj.单调乏味的,沉闷的,冗长乏味的"
tube,"n.管,管子,[英]地铁,<美>电子管,显象管"
stress,"n.重压,逼迫,压力,重点,着重,强调,重音;vt.着重,强调,重读"
teenager,n.十几岁的青少年
tune,"n.曲调,调子,和谐,合调;vt.调音,调整,拨收,收听,知道或察觉他人所说的话或表现的情绪"
stretch,"v.伸展,伸长;n.一段时间,一段路程,伸展"
telescope,n.望远镜;v.压缩
tunnel,"n.隧道,地道"
striking,"adj.打击的,显著的,惊人的,罢工的"
temper,"n.(钢等)韧度,回火,性情,脾气,情绪,心情,调剂,趋向;v.(冶金)回火、锻炼,调和,调节"
turbine,n.涡轮
string,"n.线,细绳,一串,一行;v.排成一列"
temple,"n.庙,寺,神殿,教堂,礼拜堂,太阳穴,鬓角"
tutor,"n.家庭教师,(大学)指导教师,助教,监护人,辅导教师;v.辅导"
strip,"vt.剥,剥去;n.条,带"
temporary,"adj.暂时的,临时的,临时性"
twist,"n.一扭,扭曲,盘旋,曲折,歪曲,手法,螺旋状;vt.拧,扭曲,绞,搓,捻,使苦恼,使转动,编织;vi.扭弯,扭曲,缠绕,扭动,呈螺旋形"
stripe,"n.斑纹,条纹"
temptation,"n.诱惑,诱惑物"
typewriter,n.打字机
stroke,"n.击,敲,报时的钟声,(网球等)一击,(划船等)一划,(绘画等)一笔,一次努力,打击;vt.抚摸"
tend,"vi.趋向,往往是;vt.照管,护理"
typical,"adj.典型的,象征性的"
structure,"n.结构,构造,建筑物;vt.建筑,构成,组织"
tendency,"n.趋向,倾向"
typist,n.打字员
studio,"n.画室,照相室,工作室,(无线电或电视节目的)演播室,(制作电影的)摄影棚,(电影公司的)摄影场"
tender,"adj.嫩的,温柔的,软弱的"
tyre,n.轮胎;vt.装轮胎于
stuff,"n.原料,材料,素材资料;vt.塞满,填满,填充"
tense,"adj.紧张的,拉紧的;v.(使)紧张,(使)拉紧;n.[语法]时态"
ugly,"adj.丑陋的,难看的"
subject,"n.题目,主题,科目,学科,国民,[语法]主语;adj.受他国统治的,未独立的,受制于...的,受...影响的,以...为条件的;vt.使屈从于...,使隶属"
tension,"n.紧张(状态),不安,拉紧,压力,张力,牵力,电压;vt.拉紧,使紧张"
ultimate,"adj.最后的,最终的,根本的;n.最终"
submerge,"v.浸没,淹没,掩没;vi.潜水"
terminal,"n.终点站,终端,接线端;adj.末期,每期的,每学期的"
umbrella,"n.伞,雨伞,庇护"
submit,"v.(使)服从,(使)顺从;vt.提交,递交"
territory,"n.领土,版图,地域"
uncover,"vt.揭开,揭露;v.揭示"
subsequent,"adj.后来的,并发的"
terror,"n.恐怖,可怕的人,恐怖时期,恐怖行动"
undergo,"vt.经历,遭受,忍受"
substance,"n.物质,实质,主旨"
textile,n.纺织品;adj.纺织的
undergraduate,"n.大学肄业生,(尚未取得学位的)大学生;adj.大学生的"
substantial,"adj.坚固的,实质的,真实的,充实的"
theme,"n.(谈话,写作等的)题目,主题,学生的作文,作文题,[音乐]主题,主题曲,主旋律"
underground,"adj.地下的,地面下的,秘密的;n.[英]地铁;adv.在地下,秘密地"
substitute,"n.代用品,代替者,替代品;v.代替,替换,替代"
theoretical,理论的
underline,"vt.在...下面划线,作...的衬里,加下划线,强调;n.下划线"
subtract,"v.(～from)减去,减"
theory,"n.理论,学说,...论,原理,意见,推测"
underneath,adv.在下面;prep.在...的下面
suburb,"n.市郊,郊区"
therapy,n.治疗
understanding,"n.谅解,理解"
subway,"n.地道,<美>地铁"
thereby,"adv.因此,从而,在那方面,在那附近"
undertake,"vt.承担,担任,许诺,保证;v.采取"
succession,"n.连续,继承,继任,演替,[农业]轮栽,连续性"
therefore,"adv.因此,所以"
undo,"vt.解开,松开;v.取消,撤消"
successive,"adj.继承的,连续的"
thermometer,"n.温度计,体温计"
undoubtedly,"adv.无庸置疑地,的确地"
suck,"v.吸,吮,吸取"
thick,"adj.厚的,粗的,稠的,浓的;n.最拥挤部份,活动最多部份,事物的粗大浓密部份"
uneasy,"adj.心神不安的,不自在的,不稳定的,不舒服的;adv.心神不安地,不自在地,不稳定地"
suffer,"vt.遭受,经历,忍受;vi.受痛苦,受损害"
thinking,n.思想
unexpected,"adj.想不到的,意外的,未预料到"
sufficient,"adj.充分的,足够的"
thirsty,"adj.口渴的,渴望的,热望的"
unfortunately,adv.不幸地
suggestion,"n.提议,意见,暗示,微量"
thorough,"adj.十分的,彻底的"
union,"n.联合,合并,结合,联盟,协会"
suicide,"n.自杀,自毁,给自己带来伤害或损失的行为"
thoughtful,"adj.深思的,有思想性的,体贴的,关切的"
unique,"adj.唯一的,独特的"
sum,"n.总数,和,金额,算术题"
threat,"n.恐吓,凶兆,威胁"
unite,"v.联合,团结"
summarize,"v.概述,总结,摘要而言"
threaten,"vt.恐吓,威胁,预示(危险),似有发生或来临的可能,可能来临"
unity,"n.团结,联合,统一,一致"
summary,"n.摘要,概要"
thrive,"v.兴旺,繁荣,茁壮成长,旺盛"
universal,"adj.普遍的,全体的,通用的,宇宙的,世界的"
summit,"n.顶点,最高阶层;adj.政府首脑的;vi.参加最高级会议的"
throat,"n.咽喉,喉咙,嗓音,窄路,口子;vt.用喉音说,开沟于"
universe,"n.宇宙,世界,万物,领域"
sunlight,"n.日光,阳光,日照"
thrust,"n.插,戳,刺,推力,猛推,口头攻击;vt.力推,冲,插入,挤进,刺,戳,强加,延伸;vi.插入,刺,戳,延伸,强行推进"
unless,"conj.如果不,除非"
sunrise,n.日出
thumb,"n.拇指;vt.以拇指拨弄,笨拙处理,弄坏,翻阅,作搭车手势;vi.用拇指翻书页"
unlike,"adj.不同的,不相似的;prep.不象...,和...不同"
sunset,"n.日落,晚年"
thunder,"n.雷,雷声,轰隆声;vi.打雷,雷鸣"
unload,"vi.卸货,退子弹;vt.摆脱...之负担,倾销,卸"
sunshine,n.阳光
tide,"n.潮,潮汐,潮流,趋势"
unusual,"adj.不平常的,与众不同的,不寻常的"
superb,"adj.庄重的,堂堂的,华丽的,极好的"
tidy,"n.椅子的背罩,装杂碎的容器;adj.整齐的,整洁的,精简的;vt.弄整齐,收拾,整理;vi.整理,收拾;adj.<口>可观的,相当大的"
upper,"adj.上面的,上部的,较高地位的"
superficial,"adj.表面的,肤浅的,浅薄的"
timber,"n.木材,木料"
upright,"adj.垂直的,竖式的,正直的,诚实的,合乎正道的;adv.笔直,竖立着;n.垂直,竖立"
superior,"n.长者,高手,上级;adj.较高的,上级的,上好的,出众的,高傲的"
tissue,"n.薄的纱织品,薄纸,棉纸,[生]组织,连篇"
upset,"vt.颠覆,推翻,扰乱,使不适,使心烦;vi.翻倒,倾覆;n.翻倒,混乱"
supplement,"n.补遗,补充,附录,增刊;v.补充"
title,"n.头衔,名称,标题,冠军,资格,字幕,权利,扉页;vt.赋予头衔,加标题于;adj.标题的,用作书名的"
up-to-date,"adj.直到现在的,最近的,当代的,新式的"
supply,"n.补给,供给,供应品;vt.补给,供给,提供,补充,代理;vi.替代他人职务"
toast,"n.烤面包(片),吐司面包,干杯;vt.敬酒,烤(面包等),使暖和;vi.烤暖,烤火,烘"
urban,"adj.城市的,市内的（suburbn.市郊,郊区;exurbn.城市远郊,城市远郊富裕居住区）"
support,"vt.支撑,扶持,支持,支援,拥护,维持,赡养,忍受;n.支撑,支持,支援,维持,赡养,支持者,支柱"
tolerance,"n.公差,宽容,忍受,容忍,(食物中残存杀虫剂的)(法定)容许量;vt.给(机器部件等)规定公差"
urge,"vt.催促,力劝;n.强烈欲望,迫切要求;v.促进"
suppose,"vt.推想,假设,猜想;vi.料想;conj.假使...结果会怎样"
tolerate,"vt.忍受,容忍"
urgent,"adj.急迫的,紧急的"
supreme,"adj.极度的,极大的,至高的,最高的"
tone,"n.音调,音质,语调,色调,状况,品质,语气,气氛;vt.调和,增强,以特殊腔调说,配合,定音调;vi.颜色调和"
usage,"n.使用,用法"
surgery,"n.外科,外科学,手术室,诊疗室"
topic,"n.话题,主题"
utility,"n.效用,有用"
surplus,"n.剩余,过剩,[会计]盈余;adj.过剩的,剩余的;vt.转让,卖掉"
torch,"n.火把,启发之物;vi.像火炬一样燃烧;vt.用火炬点燃"
utilize,vt.利用
surrender,"vt.交出,放弃,使投降,听任;vi.投降,自首;n.交出,放弃,投降;投降算了"
torture,"n.折磨,痛苦,拷问,拷打;vt.拷问,曲解,折磨,使弯曲"
utmost,"n.极限,最大可能,极力;adj.极度的,最远的"
surround,"vt.包围,环境;v.围绕"
tough,"n.恶棍;adj.强硬的,艰苦的,坚强的,坚韧的,强壮的,吃苦耐劳的,凶恶的,粗暴的;adv.<口>强硬地,顽强地;vt.<美口>忍受,耐,坚持"
utter,"adj.全然的,绝对的;vt.发出,做声,发表,发射,流通"
surrounding,"n.围绕物,环境;adj.周围的"
tour,"n.旅行,游历,旅游;v.旅行,游历,巡回,漫游"
vacant,"adj.空的,空白的,空灵的,头脑空虚的,神情茫然的,空闲的,空缺的"
survey,"n.测量,调查,俯瞰,概观,纵览,视察;vt.调查(收入,民意等)测量,勘定,审视,视察,俯瞰,通盘考虑;vi.测量土地"
towel,"n.手巾,毛巾;v.用毛巾擦"
vacation,"n.假期,休假,(房屋等的)腾出;v.<美>度假,休假"
survival,"n.生存,幸存,残存,幸存者,残存物"
trace,"n.痕迹,踪迹,微量,迹线,缰绳;vt.描绘,映描,画轮廓,追踪,回溯,探索;vi.上溯,沿路走"
vacuum,"n.真空,空间,真空吸尘器;adj.真空的,产生真空的,利用真空的;vt.用真空吸尘器打扫"
survive,"v.幸免于,幸存,生还"
tractor,n.拖拉机
vague,"adj.含糊的,不清楚的,茫然的,暧昧的"
suspect,"n.嫌疑犯;adj.令人怀疑的,不可信的,可疑的;v.怀疑,猜想,对...有所觉察"
tradition,"n.传统,惯例"
vain,"adj.徒然的,无益的,虚荣的,空虚的,自负的,愚蠢的"
suspend,"vt.吊,悬挂;v.延缓"
tragedy,"n.悲剧,惨案,悲惨,灾难"
valid,"adj.[律]有效的,有根据的,正当的,正确的"
suspicion,"n.猜疑,怀疑"
trail,"n.踪迹,痕迹,形迹;vt.跟踪,追踪,拉,拖,拖拉,(指植物)蔓生,蔓延,(指人)没精打采地走"
van,"n.有篷货车,先锋,前驱,前卫;vt.用车搬运"
sustain,"vt.支撑,撑住,维持,持续"
transfer,"n.迁移,移动,传递,转移,调任,转帐,过户,转让;vt.转移,调转,调任,传递,转让,改变;vi.转移,转学,换车"
vanish,"vi.消失,突然不见,[数]成为零;n.[语]弱化音"
swallow,"n.[鸟]燕子,吞咽,喉;vt.咽,淹没,吞没,取消,忍受,轻信,压制,耗尽;vi.吞下,咽下"
transform,"vt.转换,改变,改造,使...变形;vi.改变,转化,变换;n.[数]变换(式),[语]转换"
vapour,"n.蒸汽,水蒸气"
sway,"v.摇摆,摇动"
translation,"n.翻译,译文,转化,调任,转换[物][数]平移"
variable,"n.[数]变数,可变物,变量;adj.可变的,不定的,易变的,[数]变量的"
swear,"vi.诅咒;v.宣誓,发誓"
transmission,"n.播送,发射,传动,传送,传输,转播"
variation,"n.变更,变化,变异,变种,[音]变奏,变调"
swell,"v.(使)膨胀,增大"
transmit,"vt.传输,转送,传达,传导,发射,遗传,传播;vi.发射信号,发报"
variety,"n.变化,多样性,种种,品种,种类"
swift,"n.[鸟]雨燕,(梳棉机等的)大滚筒;adj.迅速的,快的,敏捷的,立刻的;adv.迅速地,敏捷地"
transparent,"adj.透明的,显然的,明晰的"
various,"adj.不同的,各种各样的,多方面的,多样的"
swing,"v.摇摆,摆动,回转,旋转;n.秋千,摇摆,摆动"
transport,"n.传送器,运输,运输机,激动,流放犯,狂喜;vt.传送,运输,流放,放逐"
vary,"vt.改变,变更,使多样化;vi.变化,不同,违反"
switch,"n.开关,电闸,转换;vt.转换,转变"
transportation,"n.运输,运送"
vast,"adj.巨大的,辽阔的,大量的,巨额的"
sword,n.剑
trap,"n.圈套,陷阱,诡计,活板门,存水弯,汽水闸,(双轮)轻便马车;vi.设圈套,设陷阱;vt.诱捕,诱骗,计捉,设陷,坑害,使受限制"
vehicle,"n.交通工具,车辆,媒介物,传达手段"
symbol,"n.符号,记号,象征"
trash,"n.无价值之物,无聊的作品,垃圾,废物"
venture,"n.冒险,投机,风险;v.冒险,冒昧,斗胆,胆敢(谦语)"
sympathetic,"adj.有同情心的,合意的,赞成的;n.[解]交感神经,容易感受的人"
tray,"n.盘,碟,盘子"
verify,"vt.检验,校验,查证,核实;[计]打开或关闭文件的读写校验"
sympathize,"vi.同情,共鸣,同感,同意,吊唁"
treatment,"n.待遇,对待,处理,治疗"
version,"n.译文,译本,翻译"
sympathy,"n.同情,同情心"
treaty,"n.条约,谈判"
vertical,"adj.垂直的,直立的,顶点的,[解]头顶的;n.垂直线,垂直面,竖向"
symptom,"n.[医][植]症状,征兆"
tremble,"n.战栗,颤抖;vi.战栗,发抖,震动,(树叶等)摇晃.摇动,焦虑;vt.挥动,用颤抖的声音说出"
vessel,"n.船,容器,器皿,脉管,导管"
veteran,"n.老兵,老手,富有经验的人,退伍军人;adj.老兵的,经验丰富的"
wrist,"n.手腕,腕关节"
interact,"vi.互相作用,互相影响"
via,"prep.经,通过,经由"
writer,"n.作者,作家,复写器"
invariably,"adv.不变地,总是;n.总是"
vibrate,"v.(使)振动,(使)摇摆"
writing,"n.笔迹,作品,著述"
irrigation,"n.灌溉,冲洗"
vice,"n.恶习,恶行,坏脾气,罪恶,堕落,老虎钳,缺点,缺陷;vt.钳住;prep.代替"
X-ray,X-raysX光，X射线
likelihood,"n.可能,可能性"
victim,"n.受害人,牺牲者,牺牲品"
yawn,"v.打呵欠,张开,裂开;n.呵欠"
literacy,n.有文化，有教养，有读写能力
video,"n.电视,录象,视频"
yearly,adj.每年的;adv.每年
locality,"n.位置,地点"
viewpoint,n.观点
yield,"v.出产,生长,生产;vi.(～to)屈服,屈从;n.产量,收益"
